frame,total_frames,class,id,cx,cy
0,4646,car,car1,354.15,304.43
0,4646,car,car2,417.89,293.76
0,4646,car,car3,354.9,257.02
0,4646,car,car4,378.65,224.2
0,4646,car,car5,598.92,293.35
0,4646,motorcycle,motorcycle1,360.89,349.74
0,4646,car,car6,451.56,250.71
0,4646,truck,truck1,547.92,377.95
0,4646,truck,truck2,175.37,246.95
0,4646,truck,truck3,264.39,279.38
0,4646,bus,bus1,210.63,201.13
0,4646,bus,bus2,608.49,183.95
0,4646,car,car7,260.37,202.51
0,4646,car,car8,294.42,257.83
0,4646,car,car9,579.28,219.52
0,4646,car,car10,279.34,222.9
0,4646,car,car11,606.3,247.78
0,4646,bus,bus3,464.88,205.06
0,4646,bus,bus4,548.11,377.84
0,4646,car,car12,396.33,199.64
0,4646,bus,bus5,305.4,177.58
0,4646,car,car13,395.23,256.57
0,4646,car,car14,536.42,241.19
0,4646,car,car15,281.09,170.15
1,4646,car,car1,352.92,303.88
1,4646,car,car2,417.57,293.27
1,4646,car,car3,354.74,256.59
1,4646,car,car4,379.67,224.74
1,4646,car,car5,600.48,294.02
1,4646,motorcycle,motorcycle1,359.2,349.94
1,4646,car,car6,453.25,251.73
1,4646,truck,truck1,542.46,377.09
1,4646,truck,truck2,175.06,246.63
1,4646,truck,truck3,264.0,278.55
1,4646,bus,bus1,210.57,200.3
1,4646,bus,bus2,608.49,183.68
1,4646,car,car7,260.38,202.57
1,4646,car,car8,293.43,256.83
1,4646,car,car9,579.39,219.32
1,4646,car,car10,279.12,222.71
1,4646,car,car11,607.0,248.55
1,4646,bus,bus3,464.95,204.65
2,4646,car,car1,351.61,302.76
2,4646,car,car2,417.13,292.73
2,4646,car,car3,354.54,255.83
2,4646,car,car4,380.15,225.51
2,4646,car,car5,601.55,294.27
2,4646,motorcycle,motorcycle1,356.72,349.6
2,4646,car,car6,454.57,253.16
2,4646,truck,truck1,541.55,376.08
2,4646,truck,truck2,174.77,245.94
2,4646,truck,truck3,263.03,277.97
2,4646,bus,bus1,210.43,199.39
2,4646,bus,bus2,608.26,183.71
2,4646,car,car7,260.47,202.54
2,4646,car,car8,293.03,256.65
2,4646,car,car9,579.46,220.21
2,4646,car,car10,278.88,222.37
2,4646,car,car11,606.86,248.66
2,4646,bus,bus3,465.13,204.55
2,4646,car,car16,578.73,273.82
2,4646,car,car17,493.27,250.38
2,4646,car,car14,531.47,236.7
3,4646,car,car1,350.53,302.12
3,4646,car,car2,416.92,292.78
3,4646,car,car3,354.17,254.74
3,4646,car,car4,380.67,225.72
3,4646,car,car5,602.89,294.9
3,4646,motorcycle,motorcycle1,354.25,347.6
3,4646,car,car6,456.21,254.1
3,4646,truck,truck1,543.81,374.8
3,4646,truck,truck2,174.26,245.41
3,4646,truck,truck3,261.58,277.16
3,4646,bus,bus1,210.05,198.56
3,4646,bus,bus2,607.93,183.7
3,4646,car,car7,260.57,202.4
3,4646,car,car8,292.2,256.53
3,4646,car,car9,579.69,220.27
3,4646,car,car10,278.57,222.16
3,4646,bus,bus3,465.38,204.64
3,4646,car,car16,582.35,274.8
3,4646,car,car17,494.53,250.99
3,4646,truck,truck4,607.71,183.91
3,4646,car,car14,531.57,236.48
3,4646,car,car12,397.97,199.96
3,4646,bus,bus5,310.59,177.44
4,4646,car,car1,349.32,301.58
4,4646,car,car2,416.48,292.7
4,4646,car,car3,353.72,254.01
4,4646,car,car4,381.86,226.47
4,4646,car,car5,604.29,296.01
4,4646,motorcycle,motorcycle1,351.99,346.72
4,4646,car,car6,456.95,254.19
4,4646,truck,truck1,543.79,373.77
4,4646,truck,truck2,173.6,245.0
4,4646,truck,truck3,261.53,277.06
4,4646,bus,bus1,209.59,198.48
4,4646,truck,bus2,607.54,183.9
4,4646,car,car7,260.67,202.37
4,4646,car,car8,291.46,256.52
4,4646,car,car9,580.04,220.71
4,4646,car,car10,278.16,222.33
4,4646,bus,bus3,466.1,204.46
4,4646,car,car16,585.52,275.82
4,4646,car,car17,495.36,250.97
4,4646,bus,truck4,607.74,183.82
4,4646,car,car12,398.91,199.37
4,4646,bus,bus5,310.58,177.72
5,4646,car,car1,348.13,300.99
5,4646,car,car2,415.96,292.95
5,4646,car,car3,353.61,253.22
5,4646,car,car4,383.41,227.15
5,4646,car,car5,606.42,297.26
5,4646,motorcycle,motorcycle1,349.76,342.62
5,4646,car,car6,457.83,255.03
5,4646,truck,truck1,543.18,372.95
5,4646,truck,truck2,173.05,244.46
5,4646,truck,truck3,260.3,276.79
5,4646,bus,bus1,209.38,198.19
5,4646,truck,bus2,607.22,184.0
5,4646,car,car7,260.71,202.33
5,4646,car,car8,291.06,256.39
5,4646,car,car9,580.37,221.22
5,4646,car,car10,278.0,221.7
5,4646,car,car16,588.87,277.22
5,4646,car,car17,507.0,252.85
5,4646,bus,truck4,607.51,183.85
5,4646,car,car12,400.26,199.48
5,4646,bus,bus5,308.96,178.03
5,4646,bus,bus6,357.14,192.07
5,4646,car,car18,543.08,244.42
5,4646,car,car11,607.53,246.34
6,4646,car,car1,346.77,300.43
6,4646,car,car2,415.54,293.05
6,4646,car,car3,353.43,253.09
6,4646,car,car4,384.37,227.87
6,4646,car,car5,610.09,299.94
6,4646,motorcycle,motorcycle1,347.36,339.87
6,4646,car,car6,459.63,255.72
6,4646,truck,truck1,543.19,371.84
6,4646,truck,truck2,172.81,243.89
6,4646,truck,truck3,260.13,276.48
6,4646,bus,bus1,209.3,198.19
6,4646,car,car7,260.73,202.28
6,4646,car,car8,290.41,256.11
6,4646,car,car9,580.54,221.48
6,4646,car,car10,277.58,221.71
6,4646,car,car16,590.16,278.34
6,4646,car,car17,511.48,253.87
6,4646,car,car12,401.28,199.53
6,4646,bus,bus5,308.48,178.29
6,4646,bus,bus6,357.28,184.74
6,4646,car,car18,541.85,243.77
6,4646,car,car11,607.74,247.36
7,4646,car,car1,345.89,299.58
7,4646,car,car2,415.05,293.01
7,4646,car,car3,353.23,253.12
7,4646,car,car4,385.2,228.44
7,4646,car,car5,612.34,301.57
7,4646,motorcycle,motorcycle1,344.89,336.5
7,4646,car,car6,462.02,256.19
7,4646,truck,truck1,542.6,370.59
7,4646,truck,truck2,172.65,243.45
7,4646,truck,truck3,259.27,275.9
7,4646,bus,bus1,209.18,198.89
7,4646,car,car7,260.74,202.3
7,4646,car,car8,289.75,255.88
7,4646,car,car9,580.51,221.87
7,4646,car,car10,277.22,221.86
7,4646,car,car16,591.16,278.91
7,4646,car,car17,512.28,254.24
7,4646,car,car12,401.68,199.81
7,4646,bus,bus5,308.51,178.57
7,4646,bus,bus6,357.89,182.23
7,4646,car,car18,542.77,243.13
7,4646,car,car11,608.07,248.38
7,4646,bus,bus3,466.64,206.25
7,4646,bus,bus2,606.76,184.03
8,4646,car,car1,344.82,298.99
8,4646,car,car2,414.49,292.66
8,4646,car,car3,352.87,253.03
8,4646,car,car4,386.09,228.78
8,4646,motorcycle,motorcycle1,342.71,334.25
8,4646,car,car6,463.91,257.02
8,4646,truck,truck1,541.92,369.73
8,4646,truck,truck2,172.25,242.98
8,4646,truck,truck3,257.7,275.44
8,4646,bus,bus1,209.0,199.32
8,4646,car,car7,260.79,202.3
8,4646,car,car8,289.23,255.58
8,4646,car,car9,580.54,221.97
8,4646,car,car10,277.77,221.84
8,4646,car,car16,582.81,287.29
8,4646,car,car17,513.02,254.4
8,4646,car,car12,402.49,199.29
8,4646,bus,bus5,309.02,179.03
8,4646,bus,bus6,358.58,181.98
8,4646,car,car18,540.27,240.08
8,4646,car,car11,608.25,248.15
8,4646,car,car19,142.04,433.65
8,4646,truck,truck5,237.0,247.53
8,4646,bus,bus3,466.51,206.55
8,4646,bus,bus2,606.38,183.97
8,4646,car,car15,282.23,170.44
9,4646,car,car1,344.15,298.7
9,4646,car,car2,413.8,292.04
9,4646,car,car3,352.41,252.8
9,4646,car,car4,387.25,228.8
9,4646,car,car6,465.7,257.36
9,4646,truck,truck1,540.92,368.69
9,4646,truck,truck2,171.9,242.44
9,4646,truck,truck3,255.81,273.44
9,4646,bus,bus1,208.82,199.19
9,4646,car,car7,260.82,202.31
9,4646,car,car8,288.58,255.3
9,4646,car,car9,580.36,222.14
9,4646,car,car10,278.16,222.05
9,4646,car,car16,588.41,283.51
9,4646,car,car17,512.32,254.07
9,4646,car,car12,402.96,199.58
9,4646,bus,bus5,309.59,178.95
9,4646,bus,bus6,358.85,182.64
9,4646,car,car18,536.97,238.38
9,4646,car,car11,608.48,247.84
9,4646,car,car19,140.26,433.26
9,4646,motorcycle,motorcycle2,340.94,334.97
9,4646,bus,bus3,466.85,206.8
9,4646,bus,bus2,606.04,184.0
9,4646,car,car20,111.31,212.27
9,4646,car,car15,282.77,170.52
9,4646,car,car5,615.6,303.78
10,4646,car,car1,343.1,298.41
10,4646,car,car2,413.27,291.58
10,4646,car,car3,351.99,252.3
10,4646,car,car4,388.31,229.12
10,4646,car,car6,467.39,257.71
10,4646,truck,truck1,539.47,367.39
10,4646,truck,truck2,171.21,241.65
10,4646,truck,truck3,254.68,272.71
10,4646,bus,bus1,208.6,199.16
10,4646,car,car7,260.76,202.31
10,4646,car,car8,288.21,255.19
10,4646,car,car9,580.37,222.12
10,4646,car,car10,277.54,221.99
10,4646,car,car16,583.43,289.61
10,4646,car,car17,511.91,253.77
10,4646,car,car12,403.51,199.96
10,4646,bus,bus5,310.03,179.43
10,4646,car,car18,535.32,237.67
10,4646,car,car11,608.75,247.99
10,4646,car,car19,138.97,431.92
10,4646,motorcycle,motorcycle2,338.35,334.63
10,4646,bus,bus3,466.83,207.07
10,4646,bus,bus2,605.92,183.95
10,4646,car,car20,111.46,211.78
10,4646,car,car15,283.13,170.83
10,4646,car,car5,616.82,304.72
11,4646,car,car1,341.7,298.04
11,4646,car,car2,412.44,291.18
11,4646,car,car3,351.65,252.03
11,4646,car,car4,389.15,229.33
11,4646,car,car6,469.18,257.93
11,4646,truck,truck1,538.73,366.37
11,4646,truck,truck2,170.79,240.51
11,4646,truck,truck3,253.59,271.82
11,4646,bus,bus1,208.35,199.18
11,4646,car,car7,260.73,202.39
11,4646,car,car8,287.86,255.1
11,4646,car,car9,580.51,222.48
11,4646,car,car10,277.72,222.3
11,4646,car,car16,582.69,292.45
11,4646,car,car17,511.62,253.78
11,4646,car,car12,404.37,199.89
11,4646,bus,bus5,310.75,179.52
11,4646,car,car18,538.08,238.6
11,4646,car,car11,609.01,248.84
11,4646,car,car19,137.76,431.4
11,4646,motorcycle,motorcycle2,336.11,334.58
11,4646,bus,bus3,467.34,207.05
11,4646,bus,bus2,606.17,183.9
11,4646,car,car20,111.41,211.68
11,4646,car,car15,283.66,171.04
12,4646,car,car1,340.79,297.56
12,4646,car,car2,412.11,290.8
12,4646,car,car3,351.1,251.78
12,4646,car,car4,390.04,229.78
12,4646,car,car6,471.36,258.74
12,4646,truck,truck1,538.12,365.31
12,4646,truck,truck2,170.48,240.11
12,4646,truck,truck3,252.9,271.52
12,4646,bus,bus1,208.31,198.5
12,4646,car,car7,260.75,202.3
12,4646,car,car8,287.76,254.65
12,4646,car,car9,580.68,222.57
12,4646,car,car10,277.9,222.09
12,4646,car,car16,586.67,290.62
12,4646,car,car17,512.47,253.88
12,4646,bus,bus5,311.18,179.27
12,4646,car,car18,538.84,239.2
12,4646,car,car11,609.66,247.71
12,4646,car,car19,135.67,430.72
12,4646,motorcycle,motorcycle2,334.76,336.26
12,4646,bus,bus3,467.5,206.89
12,4646,bus,bus2,606.32,184.02
12,4646,car,car15,283.89,170.73
12,4646,bus,bus6,360.8,182.39
13,4646,car,car1,339.67,296.55
13,4646,car,car2,411.55,290.43
13,4646,car,car3,350.61,251.83
13,4646,car,car4,390.8,230.06
13,4646,car,car6,474.02,259.68
13,4646,truck,truck1,517.79,364.3
13,4646,truck,truck2,170.13,239.15
13,4646,truck,truck3,251.21,270.09
13,4646,bus,bus1,208.28,198.03
13,4646,car,car7,260.68,202.34
13,4646,car,car8,287.73,254.35
13,4646,car,car9,580.85,222.51
13,4646,car,car10,278.39,222.24
13,4646,car,car16,589.6,289.66
13,4646,car,car17,513.97,252.94
13,4646,bus,bus5,311.66,179.54
13,4646,car,car18,541.51,239.76
13,4646,car,car11,610.04,247.23
13,4646,car,car19,133.87,430.25
13,4646,motorcycle,motorcycle2,333.16,335.96
13,4646,bus,bus3,468.24,206.85
13,4646,bus,bus2,605.96,184.05
13,4646,car,car15,284.16,170.86
13,4646,car,car20,111.39,211.27
14,4646,car,car1,338.66,295.76
14,4646,car,car2,411.26,290.1
14,4646,car,car3,350.14,251.62
14,4646,car,car4,391.63,230.27
14,4646,car,car6,476.42,260.44
14,4646,truck,truck1,508.2,363.43
14,4646,truck,truck2,169.99,238.43
14,4646,truck,truck3,249.44,264.57
14,4646,bus,bus1,208.02,197.36
14,4646,car,car7,260.7,202.29
14,4646,car,car8,287.61,254.08
14,4646,car,car9,580.74,222.64
14,4646,car,car10,278.23,222.0
14,4646,car,car16,591.66,289.32
14,4646,car,car17,514.17,252.67
14,4646,car,car18,539.81,239.93
14,4646,car,car11,610.65,248.07
14,4646,car,car19,132.18,429.38
14,4646,bus,bus3,468.23,206.95
14,4646,bus,bus2,605.54,184.07
14,4646,car,car15,284.65,171.13
14,4646,car,car21,631.73,465.58
15,4646,car,car1,337.93,294.85
15,4646,car,car2,410.98,289.81
15,4646,car,car3,349.65,251.14
15,4646,car,car4,392.61,230.54
15,4646,car,car6,478.13,261.19
15,4646,truck,truck1,503.71,362.41
15,4646,truck,truck2,169.78,237.74
15,4646,truck,truck3,248.41,262.15
15,4646,bus,bus1,208.12,197.0
15,4646,car,car7,260.73,202.32
15,4646,car,car8,287.42,254.17
15,4646,car,car9,580.68,222.88
15,4646,car,car10,278.07,221.56
15,4646,car,car16,593.78,289.11
15,4646,car,car17,516.66,252.61
15,4646,car,car18,539.87,240.62
15,4646,car,car11,610.87,249.13
15,4646,car,car19,130.26,428.75
15,4646,bus,bus3,468.57,207.54
15,4646,bus,bus2,605.2,183.99
15,4646,car,car15,285.26,171.37
15,4646,car,car21,630.82,464.01
15,4646,car,car22,398.65,473.74
15,4646,bus,bus7,364.38,196.91
15,4646,motorcycle,motorcycle2,328.54,330.4
15,4646,car,car20,111.61,210.76
16,4646,car,car1,337.1,294.2
16,4646,car,car2,410.53,289.53
16,4646,car,car3,349.42,250.69
16,4646,car,car4,393.85,230.87
16,4646,car,car6,479.28,261.87
16,4646,truck,truck1,500.56,361.01
16,4646,truck,truck2,169.51,237.09
16,4646,truck,truck3,247.46,260.35
16,4646,bus,bus1,208.1,196.88
16,4646,car,car7,260.77,202.35
16,4646,car,car8,286.35,254.31
16,4646,car,car9,580.75,223.07
16,4646,car,car10,278.44,221.58
16,4646,car,car16,595.18,289.04
16,4646,car,car17,518.2,252.8
16,4646,car,car18,540.73,241.36
16,4646,car,car11,611.7,248.59
16,4646,car,car19,128.62,428.23
16,4646,bus,bus3,468.62,207.94
16,4646,bus,bus2,604.89,184.0
16,4646,car,car15,285.7,171.55
16,4646,car,car21,628.99,463.06
16,4646,car,car22,397.79,472.64
16,4646,bus,bus7,365.52,197.21
16,4646,motorcycle,motorcycle2,326.62,328.43
16,4646,car,car20,111.64,210.25
17,4646,car,car1,336.18,293.62
17,4646,car,car2,410.11,289.29
17,4646,car,car3,349.06,250.45
17,4646,car,car4,394.92,231.06
17,4646,car,car6,481.12,261.93
17,4646,truck,truck1,498.57,359.99
17,4646,truck,truck2,169.2,236.37
17,4646,truck,truck3,246.52,259.37
17,4646,bus,bus1,207.72,196.8
17,4646,car,car7,260.81,202.3
17,4646,car,car8,284.95,253.84
17,4646,car,car9,580.99,223.3
17,4646,car,car10,278.69,221.46
17,4646,car,car16,596.71,289.41
17,4646,car,car17,517.14,253.13
17,4646,car,car18,540.44,241.56
17,4646,car,car11,612.65,247.89
17,4646,car,car19,126.47,427.54
17,4646,bus,bus3,468.6,208.09
17,4646,bus,bus2,604.51,183.98
17,4646,car,car15,286.14,171.82
17,4646,car,car21,627.63,462.29
17,4646,car,car22,396.22,470.92
17,4646,bus,bus7,366.37,197.31
17,4646,motorcycle,motorcycle2,324.41,326.38
17,4646,car,car20,111.75,209.87
17,4646,truck,truck6,207.85,196.04
18,4646,car,car1,335.3,293.19
18,4646,car,car2,409.86,289.1
18,4646,car,car3,348.78,249.9
18,4646,car,car4,395.99,231.24
18,4646,car,car6,485.88,262.26
18,4646,truck,truck1,517.21,358.42
18,4646,truck,truck2,168.93,235.64
18,4646,truck,truck3,245.25,258.6
18,4646,bus,bus1,207.51,196.31
18,4646,car,car7,260.82,202.16
18,4646,car,car8,283.23,253.17
18,4646,car,car9,581.06,223.67
18,4646,car,car10,277.26,220.75
18,4646,car,car16,597.98,290.14
18,4646,car,car17,518.3,253.58
18,4646,car,car18,541.13,241.97
18,4646,car,car11,612.67,249.0
18,4646,car,car19,124.13,426.88
18,4646,bus,bus3,467.85,208.3
18,4646,bus,bus2,604.19,183.91
18,4646,car,car15,286.58,171.97
18,4646,car,car21,626.69,461.19
18,4646,car,car22,394.51,469.53
18,4646,bus,bus7,366.6,197.06
18,4646,motorcycle,motorcycle2,322.86,324.88
18,4646,car,car20,111.84,209.46
18,4646,truck,truck6,207.71,195.39
18,4646,car,car12,409.51,202.36
19,4646,car,car1,334.39,292.75
19,4646,car,car2,409.52,289.01
19,4646,car,car3,348.26,249.46
19,4646,car,car4,397.08,231.31
19,4646,car,car6,488.93,263.16
19,4646,truck,truck1,522.92,357.48
19,4646,truck,truck2,168.47,235.19
19,4646,truck,truck3,246.16,263.67
19,4646,bus,bus1,207.52,195.54
19,4646,car,car7,260.76,202.09
19,4646,car,car8,282.06,252.24
19,4646,car,car9,581.17,223.78
19,4646,car,car10,276.74,220.33
19,4646,car,car16,598.88,290.65
19,4646,car,car17,519.87,254.03
19,4646,car,car18,545.15,246.01
19,4646,car,car11,612.26,250.78
19,4646,car,car19,122.11,426.16
19,4646,bus,bus3,468.74,207.9
19,4646,bus,bus2,603.9,184.15
19,4646,car,car15,287.06,171.98
19,4646,car,car21,625.6,460.22
19,4646,car,car22,392.42,468.21
19,4646,bus,bus7,367.25,196.15
19,4646,motorcycle,motorcycle2,321.02,324.17
19,4646,car,car20,111.75,209.26
19,4646,truck,truck6,207.52,195.13
19,4646,bus,bus5,314.37,180.58
20,4646,car,car1,333.27,292.31
20,4646,car,car2,409.16,288.94
20,4646,car,car3,347.9,249.23
20,4646,car,car4,398.3,231.7
20,4646,car,car6,489.77,263.68
20,4646,truck,truck1,524.41,356.21
20,4646,truck,truck2,168.21,234.54
20,4646,truck,truck3,245.0,264.48
20,4646,car,car7,260.68,201.79
20,4646,car,car8,282.28,251.58
20,4646,car,car9,581.32,223.74
20,4646,car,car10,276.74,220.07
20,4646,car,car16,599.98,291.12
20,4646,car,car17,520.3,253.72
20,4646,car,car18,547.9,245.85
20,4646,car,car11,612.67,251.32
20,4646,car,car19,119.77,425.06
20,4646,bus,bus3,470.48,207.41
20,4646,bus,bus2,603.6,184.55
20,4646,car,car15,287.46,172.02
20,4646,car,car21,624.61,459.39
20,4646,bus,bus7,368.09,196.28
20,4646,motorcycle,motorcycle2,319.11,323.0
20,4646,car,car20,112.01,209.07
20,4646,bus,bus5,314.76,180.15
21,4646,car,car1,331.99,291.27
21,4646,car,car2,408.77,288.85
21,4646,car,car3,347.65,249.24
21,4646,car,car4,399.16,232.42
21,4646,car,car6,489.42,264.15
21,4646,truck,truck1,501.79,355.14
21,4646,truck,truck2,167.97,234.01
21,4646,truck,truck3,243.81,263.56
21,4646,car,car7,260.7,201.69
21,4646,car,car8,281.92,251.26
21,4646,car,car9,581.45,223.82
21,4646,car,car10,276.83,219.92
21,4646,car,car16,601.14,291.55
21,4646,car,car17,521.61,253.7
21,4646,car,car18,548.89,245.93
21,4646,car,car11,613.25,251.4
21,4646,car,car19,116.91,424.24
21,4646,bus,bus3,471.48,207.32
21,4646,bus,bus2,603.62,184.76
21,4646,car,car15,287.95,172.03
21,4646,car,car21,623.34,458.53
21,4646,bus,bus7,369.1,196.38
21,4646,motorcycle,motorcycle2,317.89,321.83
21,4646,car,car20,111.87,208.94
21,4646,bus,bus5,315.14,180.0
21,4646,car,car23,387.06,465.76
21,4646,truck,bus1,207.12,195.02
22,4646,car,car1,331.21,290.68
22,4646,car,car2,408.44,288.72
22,4646,car,car3,348.13,248.88
22,4646,car,car4,400.23,232.98
22,4646,car,car6,490.88,265.19
22,4646,truck,truck1,491.9,354.34
22,4646,truck,truck2,167.93,233.39
22,4646,truck,truck3,242.76,260.67
22,4646,car,car7,260.7,201.84
22,4646,car,car8,281.44,250.14
22,4646,car,car9,581.55,223.82
22,4646,car,car10,276.17,219.51
22,4646,car,car16,602.47,291.88
22,4646,car,car17,522.28,253.96
22,4646,car,car18,549.47,245.74
22,4646,car,car11,614.22,250.97
22,4646,car,car19,113.96,423.41
22,4646,bus,bus3,472.29,207.58
22,4646,bus,bus2,603.69,184.72
22,4646,car,car15,288.5,172.19
22,4646,car,car21,622.37,457.43
22,4646,bus,bus7,369.78,195.67
22,4646,motorcycle,motorcycle2,316.44,319.78
22,4646,car,car20,111.81,208.74
22,4646,bus,bus5,315.53,180.14
22,4646,car,car23,382.7,464.69
22,4646,truck,bus1,206.92,194.77
23,4646,car,car1,330.08,290.15
23,4646,car,car2,408.07,288.62
23,4646,car,car3,348.02,248.77
23,4646,car,car4,401.18,233.42
23,4646,car,car6,494.21,265.88
23,4646,car,truck1,509.57,353.88
23,4646,truck,truck2,167.6,232.66
23,4646,truck,truck3,241.29,258.64
23,4646,car,car7,260.72,202.1
23,4646,car,car8,281.53,249.92
23,4646,car,car9,581.84,223.87
23,4646,car,car10,276.06,219.2
23,4646,car,car16,603.91,292.28
23,4646,car,car17,521.25,253.82
23,4646,car,car18,550.05,245.51
23,4646,car,car11,615.08,250.62
23,4646,car,car19,111.92,422.5
23,4646,bus,bus3,472.79,208.15
23,4646,bus,bus2,603.56,184.93
23,4646,car,car15,288.83,172.4
23,4646,car,car21,621.29,456.95
23,4646,bus,bus7,370.13,195.74
23,4646,motorcycle,motorcycle2,314.84,318.64
23,4646,bus,bus5,315.57,180.42
23,4646,car,car23,378.53,463.44
23,4646,truck,bus1,206.7,194.52
24,4646,car,car1,328.92,289.5
24,4646,car,car2,407.7,288.67
24,4646,car,car3,347.9,248.76
24,4646,car,car4,402.38,233.84
24,4646,car,car6,497.12,266.5
24,4646,bus,truck1,515.38,352.43
24,4646,truck,truck2,167.27,232.0
24,4646,truck,truck3,240.2,257.39
24,4646,car,car7,260.89,202.21
24,4646,car,car8,280.53,249.5
24,4646,car,car9,582.39,223.86
24,4646,car,car10,276.07,219.07
24,4646,car,car16,605.53,292.5
24,4646,car,car17,522.17,253.81
24,4646,car,car18,551.91,245.78
24,4646,car,car11,615.74,250.23
24,4646,car,car19,109.98,421.75
24,4646,bus,bus3,473.93,209.09
24,4646,bus,bus2,603.21,185.11
24,4646,car,car15,288.98,172.75
24,4646,car,car21,620.15,456.27
24,4646,bus,bus7,370.54,196.09
24,4646,motorcycle,motorcycle2,313.28,318.7
24,4646,bus,bus5,316.37,181.04
24,4646,car,car23,375.54,461.78
24,4646,bus,bus1,206.4,194.15
24,4646,truck,truck7,519.05,352.71
24,4646,car,car20,111.64,208.32
25,4646,car,car1,327.84,288.83
25,4646,car,car2,407.49,288.56
25,4646,car,car3,347.23,248.73
25,4646,car,car4,403.48,234.17
25,4646,car,car6,498.81,267.59
25,4646,car,truck1,516.78,349.93
25,4646,truck,truck2,167.0,231.38
25,4646,truck,truck3,239.12,256.56
25,4646,car,car7,260.92,202.33
25,4646,car,car8,279.54,249.18
25,4646,car,car9,582.83,224.44
25,4646,car,car10,276.11,218.77
25,4646,car,car16,607.18,292.46
25,4646,car,car17,523.6,253.9
25,4646,car,car18,549.89,245.63
25,4646,car,car11,616.04,250.46
25,4646,car,car19,107.51,420.71
25,4646,bus,bus3,476.42,210.07
25,4646,bus,bus2,603.03,185.22
25,4646,car,car15,289.26,173.09
25,4646,car,car21,618.94,455.79
25,4646,bus,bus7,371.15,196.4
25,4646,motorcycle,motorcycle2,312.07,317.46
25,4646,bus,bus5,316.83,181.3
25,4646,car,car23,371.66,460.35
25,4646,bus,bus1,206.11,193.95
25,4646,truck,truck7,518.24,350.43
25,4646,car,car20,111.89,208.04
26,4646,car,car1,327.09,288.28
26,4646,car,car2,406.99,288.79
26,4646,car,car3,346.93,248.33
26,4646,car,car4,404.65,234.32
26,4646,car,car6,501.08,268.21
26,4646,car,truck1,516.46,348.23
26,4646,truck,truck2,166.81,230.9
26,4646,truck,truck3,238.23,256.16
26,4646,car,car7,260.89,202.31
26,4646,car,car8,278.51,248.83
26,4646,car,car9,582.94,224.82
26,4646,car,car10,275.91,218.52
26,4646,car,car16,608.92,292.34
26,4646,car,car17,524.28,254.24
26,4646,car,car18,548.07,245.77
26,4646,car,car11,616.21,251.04
26,4646,car,car19,104.54,419.77
26,4646,bus,bus3,477.87,210.84
26,4646,bus,bus2,602.98,185.32
26,4646,car,car15,289.67,173.33
26,4646,car,car21,617.89,455.1
26,4646,bus,bus7,371.78,196.53
26,4646,motorcycle,motorcycle2,311.11,317.94
26,4646,car,car23,367.18,459.09
26,4646,bus,bus1,205.97,193.42
26,4646,truck,truck7,516.42,349.14
27,4646,car,car1,326.14,287.41
27,4646,car,car2,406.62,288.99
27,4646,car,car3,346.57,248.36
27,4646,car,car4,405.66,234.84
27,4646,car,car6,503.01,268.88
27,4646,car,truck1,515.6,345.73
27,4646,truck,truck2,166.48,230.19
27,4646,truck,truck3,237.33,255.5
27,4646,car,car7,260.87,202.31
27,4646,car,car8,278.34,248.26
27,4646,car,car9,582.72,225.37
27,4646,car,car10,275.52,218.28
27,4646,car,car16,610.5,292.2
27,4646,car,car17,527.43,256.38
27,4646,car,car18,544.85,245.7
27,4646,car,car11,616.23,251.99
27,4646,car,car19,101.09,419.24
27,4646,bus,bus3,478.6,210.92
27,4646,bus,bus2,602.7,185.31
27,4646,car,car15,290.18,173.58
27,4646,car,car21,616.76,454.59
27,4646,bus,bus7,372.47,196.87
27,4646,motorcycle,motorcycle2,308.99,316.49
27,4646,car,car23,364.31,457.68
27,4646,bus,bus1,205.78,193.25
27,4646,truck,truck7,514.45,348.21
28,4646,car,car1,324.82,286.57
28,4646,car,car2,406.47,288.72
28,4646,car,car3,346.17,248.48
28,4646,car,car4,406.43,235.26
28,4646,car,car6,505.68,269.65
28,4646,truck,truck2,166.1,229.61
28,4646,truck,truck3,236.32,255.06
28,4646,car,car7,260.87,202.22
28,4646,car,car8,277.91,247.92
28,4646,car,car9,582.44,225.87
28,4646,car,car10,275.44,218.01
28,4646,car,car16,612.01,292.36
28,4646,car,car17,527.63,256.69
28,4646,car,car18,544.52,245.83
28,4646,car,car11,616.58,252.74
28,4646,car,car19,97.94,418.68
28,4646,bus,bus3,479.06,211.56
28,4646,bus,bus2,602.24,185.32
28,4646,car,car15,291.48,175.16
28,4646,car,car21,615.71,453.8
28,4646,bus,bus7,373.36,197.71
28,4646,motorcycle,motorcycle2,307.42,316.06
28,4646,car,car23,360.71,456.51
28,4646,bus,bus1,205.76,192.57
28,4646,car,car20,111.93,207.39
29,4646,car,car1,323.66,285.66
29,4646,car,car2,406.28,288.29
29,4646,car,car3,345.81,248.68
29,4646,car,car4,407.55,235.86
29,4646,car,car6,507.92,269.97
29,4646,truck,truck2,165.7,229.16
29,4646,truck,truck3,235.44,254.47
29,4646,car,car7,260.88,202.52
29,4646,car,car8,277.53,247.32
29,4646,car,car9,582.39,226.6
29,4646,car,car10,275.26,217.74
29,4646,car,car16,613.2,292.68
29,4646,car,car17,528.62,257.3
29,4646,car,car18,546.28,246.3
